,Sentence,Intent,Color,Item
28815,kavn,unknown,unknown,unknown
28816,ukvlmhefxohaabxugd,unknown,unknown,unknown
28817,woidevfvzkhpkvk,unknown,unknown,unknown
28818,gzwswhbta,unknown,unknown,unknown
28819,kdexuybuy,Making Order,unknown,unknown
28820,rtgrsw,unknown,unknown,unknown
28821,zyxxslmrsn,unknown,unknown,unknown
28822,jedfcil,unknown,unknown,unknown
28823,lmtovlmpvtlmw,unknown,unknown,unknown
28824,tpotsyvodzcgtfoyc,unknown,unknown,unknown
28825,zneggqi,unknown,unknown,unknown
28826,fguqvxlmys,unknown,unknown,unknown
28827,how much does a gray shirt cost,Asking for the price,gray,shirt
28828,is there a olive pullover,Check Availability,olive,pullover
28829,ugkbbvqe,unknown,unknown,unknown
28830,pwr,unknown,unknown,unknown
28831,aidkrpdyccg,unknown,unknown,unknown
28832,nnoupaoahsxghhxt,unknown,unknown,unknown
28833,i am looking for a cyan short,Check Availability,cyan,short
28834,scfjy,unknown,unknown,unknown
28835,reervnkl,unknown,unknown,unknown
28836,wofkuhsff,unknown,unknown,unknown
28837,kighftpjjhrzqygs,unknown,unknown,unknown
28838,wgwthovrlmwlmnx,unknown,unknown,unknown
28839,nwwxzarcfvwogsjpc,unknown,unknown,unknown
28840,do you still have a olive shirt,Check Availability,olive,shirt
28841,is there available a brown shirt,Check Availability,brown,shirt
28842,fftw,unknown,unknown,unknown
28843,kqqjoz,unknown,unknown,unknown
28844,xpglmvdwnws,unknown,unknown,unknown
28845,qawdwdlmaxgq,unknown,unknown,unknown
28846,egvqow,unknown,unknown,unknown
28847,nxuclmboowebiwkj,unknown,unknown,unknown
28848,is the brown skirt expensive ?,Check Availability,brown,skirt
28849,bputur,unknown,unknown,unknown
28850,dzq,unknown,unknown,unknown
28851,zfviuz,unknown,unknown,unknown
28852,gdyel,unknown,unknown,unknown
28853,kppjschyjrrcd,unknown,unknown,unknown
28854,hxczrefc,unknown,unknown,unknown
28855,kvnxgtxqdqxyj,unknown,unknown,unknown
28856,hjtescf,unknown,unknown,unknown
28857,ocqihodpfccvu,unknown,unknown,unknown
28858,qwhbgoaqlmzd,unknown,unknown,unknown
28859,I want to buy a body is there available,Making Order,unknown,body
28860,trapehovpgxqgrwunvu,unknown,unknown,unknown
28861,htahbowyanhdgp,unknown,unknown,unknown
28862,rsuiwwoffdvxovat,unknown,unknown,unknown
28863,qorenbhcgfrprwr,unknown,unknown,unknown
28864,eifreagnkift,unknown,unknown,unknown
28865,lmiuw,unknown,unknown,unknown
28866,szurhk,unknown,unknown,unknown
28867,dwcv,unknown,unknown,unknown
28868,ddnafntkirblmn,unknown,unknown,unknown
28869,olmthghwjuikwuddlm,unknown,unknown,unknown
28870,vxhlmxz,unknown,unknown,unknown
28871,lmcwiclmthoqjtshat,unknown,unknown,unknown
28872,I need to take a shirt i am looking for,Making Order,unknown,shirt
28873,what about cyan jacket,Check Availability,cyan,jacket
28874,kiiz,unknown,unknown,unknown
28875,ebpuxstw,unknown,unknown,unknown
28876,oxnpjbztnfkyig,unknown,unknown,unknown
28877,ozvsyurxcizvjlm,unknown,unknown,unknown
28878,qckihdodrgayilm,unknown,unknown,unknown
28879,kgwwjgdwaqypptvzh,unknown,unknown,unknown
28880,I need to buy a t-shirt can i find,Making Order,unknown,t-shirt
28881,niqtgdvnrnoszn,unknown,unknown,unknown
28882,sxvuthgarqbb,unknown,unknown,unknown
28883,ieaisd,unknown,unknown,unknown
28884,ztyvtrwcn,unknown,unknown,unknown
28885,hcr,unknown,unknown,unknown
28886,telmcpsuwlmqxszz,unknown,unknown,unknown
28887,wxqlmgixbojajizksap,unknown,unknown,unknown
28888,xfctlmre,unknown,unknown,unknown
28889,qowof,unknown,unknown,unknown
28890,dibrocdhziawg,unknown,unknown,unknown
28891,uzio,unknown,unknown,unknown
28892,prnnzazcoaascqygkua,unknown,unknown,unknown
28893,aphzbjchcsfiuugc,unknown,unknown,unknown
28894,lmytjsdhcvet,unknown,unknown,unknown
28895,zqynyvnbrtlmczr,unknown,unknown,unknown
28896,fhgovftvzwtustgho,unknown,unknown,unknown
28897,uah,unknown,unknown,unknown
28898,xuhofynur,unknown,unknown,unknown
28899,doutlmzlmuojdczc,unknown,unknown,unknown
28900,sl,unknown,unknown,unknown
28901,raswyikkkgd,unknown,unknown,unknown
28902,kjnb,unknown,unknown,unknown
28903,drvf,unknown,unknown,unknown
28904,ancnccoxspbbij,unknown,unknown,unknown
28905,bfsjvj,unknown,unknown,unknown
28906,reancxwb,unknown,unknown,unknown
28907,wyypsguz,unknown,unknown,unknown
28908,what about purple body,Check Availability,purple,body
28909,vxxaqgwywwqniyacng,unknown,unknown,unknown
28910,odaxxygzoegib,unknown,unknown,unknown
28911,djaitaoedt,unknown,unknown,unknown
28912,cqijhgutydcrtflm,unknown,unknown,unknown
28913,okoyvgs,unknown,unknown,unknown
28914,lmlmc,unknown,unknown,unknown
28915,prshcytzjcqrzuku,unknown,unknown,unknown
28916,you are walking,unknown,unknown,unknown
28917,utvjncrejcngyirhn,unknown,unknown,unknown
28918,oegkwpapxyo,unknown,unknown,unknown
28919,sg,unknown,unknown,unknown
28920,yvblmheenciwvfo,unknown,unknown,unknown
28921,cng,unknown,unknown,unknown
28922,xexoxpflmvonbx,unknown,unknown,unknown
28923,hpdvs,unknown,unknown,unknown
28924,riyou,unknown,unknown,unknown
28925,i am looking for a purple t-shirt,Check Availability,purple,t-shirt
28926,ybryilmhiggkol,unknown,unknown,unknown
28927,czsoiftjl,unknown,unknown,unknown
28928,yfqa,unknown,unknown,unknown
28929,is there available a orange jacket,Check Availability,orange,jacket
28930,yr,unknown,unknown,unknown
28931,ycqtutiwqxdqo,unknown,unknown,unknown
28932,htbfqlmijrvy,unknown,unknown,unknown
28933,rsohts,unknown,unknown,unknown
28934,qorhurggo,unknown,unknown,unknown
28935,I would like to buy a dress may i ask for,Making Order,unknown,dress
28936,ujrn,unknown,unknown,unknown
28937,ylmdjhairowiegxn,unknown,unknown,unknown
28938,sta,unknown,unknown,unknown
28939,cplmr,unknown,unknown,unknown
28940,kjpxbhzy,unknown,unknown,unknown
28941,hulmiapksdweugzntbs,unknown,unknown,unknown
28942,I'd like to order a may i ask for,Making Order,unknown,unknown
28943,uzhgfakepkazhx,unknown,unknown,unknown
28944,chgrowkw,unknown,unknown,unknown
28945,lmwwppf,unknown,unknown,unknown
28946,how much does a white jacket cost,Asking for the price,white,jacket
28947,wwjzexshbpcrguku,unknown,unknown,unknown
28948,rzpiok,unknown,unknown,unknown
28949,lmqbaxoejnjnbueod,unknown,unknown,unknown
28950,uze,unknown,unknown,unknown
28951,gdrriebbsolmrilmvdx,unknown,unknown,unknown
28952,yvxrruaioyrtqdkzunq,unknown,unknown,unknown
28953,do you have a purple body,Check Availability,purple,body
28954,sjjerwqspk,unknown,unknown,unknown
28955,uywzhpxsaqv,unknown,unknown,unknown
28956,I want to order a shoes do you have,Making Order,unknown,shoes
28957,is the blue body expensive ?,Check Availability,blue,body
28958,jrlmcdwpq,unknown,unknown,unknown
28959,qgyg,unknown,unknown,unknown
28960,qiqaekgxsbglmj,unknown,unknown,unknown
28961,ucpaxu,unknown,unknown,unknown
28962,what is the price of a yellow chemise,Asking for the price,yellow,chemise
28963,oawtsqlmgvwepqpggt,unknown,unknown,unknown
28964,xkxqo,unknown,unknown,unknown
28965,ccxxbz,unknown,unknown,unknown
28966,ptshczjbnxki,unknown,unknown,unknown
28967,dlmlmu,unknown,unknown,unknown
28968,bvkacngehonhf,unknown,unknown,unknown
28969,reybwrkon,unknown,unknown,unknown
28970,I'd like to order a jacket can i find,Making Order,unknown,jacket
28971,ejoub,unknown,unknown,unknown
28972,I want to take a may i ask for,Making Order,unknown,unknown
28973,tiygugf,unknown,unknown,unknown
28974,what about white dress,Check Availability,white,dress
28975,rprklmreubzaa,unknown,unknown,unknown
28976,zchykhsvoua,unknown,unknown,unknown
28977,gikuzboqprd,unknown,unknown,unknown
28978,kxepofuqiwxwk,unknown,unknown,unknown
28979,gtqjshpikqr,unknown,unknown,unknown
28980,xphahgdzbzjpy,unknown,unknown,unknown
28981,qtix,unknown,unknown,unknown
28982,xdssuwthougrnahypka,unknown,unknown,unknown
28983,may i ask for a orange pantalon,Check Availability,orange,pantalon
28984,ydpgugd,unknown,unknown,unknown
28985,cslmcblmhyzfbtfk,unknown,unknown,unknown
28986,may i ask for a blue chemise,Check Availability,blue,chemise
28987,fhuuieazyhkio,unknown,unknown,unknown
28988,dgoqzayaeq,unknown,unknown,unknown
28989,echqlmktfrlmpyhsb,unknown,unknown,unknown
28990,jkspzqsqzaknkd,unknown,unknown,unknown
28991,njehnkixdoogusu,unknown,unknown,unknown
28992,elmsr,unknown,unknown,unknown
28993,slmfxgtwtowapkoxeik,unknown,unknown,unknown
28994,can i find a blue skirt,Check Availability,blue,skirt
28995,bftzhvgcuav,unknown,unknown,unknown
28996,tvjvochlmjlmvzi,unknown,unknown,unknown
28997,xjs,unknown,unknown,unknown
28998,fpggrbuooyxszgyi,unknown,unknown,unknown
28999,akackibbsudkki,unknown,unknown,unknown
29000,waeaizxpdevwz,unknown,unknown,unknown
29001,aardokwuvfsvyihqi,unknown,unknown,unknown
29002,how much does a gray jacket cost,Asking for the price,gray,jacket
29003,uwcvgjwcbj,unknown,unknown,unknown
29004,uxutyu,unknown,unknown,unknown
29005,yqtv,unknown,unknown,unknown
29006,eufcconkk,unknown,unknown,unknown
29007,gvshypxcaetur,unknown,unknown,unknown
29008,fblmdosvcnzdyqtwhwt,unknown,unknown,unknown
29009,gvxtlmlmjey,unknown,unknown,unknown
29010,qdbhygx,unknown,unknown,unknown
29011,setgu,unknown,unknown,unknown
29012,aifjhue,unknown,unknown,unknown
29013,tgvcjpz,unknown,unknown,unknown
29014,lmkzpxsct,unknown,unknown,unknown
29015,trvkcvpt,unknown,unknown,unknown
29016,rpkpoveyglmxstbdl,unknown,unknown,unknown
29017,abzjnpdaddpud,Making Order,unknown,unknown
29018,culmvfsce,unknown,unknown,unknown
29019,fgirdivgqebpt,unknown,unknown,unknown
29020,owqjpbncodiuuiihyn,unknown,unknown,unknown
29021,cbvedkrgkzndqkj,unknown,unknown,unknown
29022,fwc,unknown,unknown,unknown
29023,snesbkwflm,unknown,unknown,unknown
29024,zkenug,unknown,unknown,unknown
29025,prdexiw,unknown,unknown,unknown
29026,swtlmzvnheycjubb,unknown,unknown,unknown
29027,hupi,unknown,unknown,unknown
29028,dxtgdufwbxq,unknown,unknown,unknown
29029,vpvwpetzxjaibzqwtn,unknown,unknown,unknown
29030,wssenxgbeslmq,unknown,unknown,unknown
29031,toyszxn,unknown,unknown,unknown
29032,ogenowpvooxpnzwk,unknown,unknown,unknown
29033,suwk,unknown,unknown,unknown
29034,pz,unknown,unknown,unknown
29035,lmxilmptyvnt,unknown,unknown,unknown
29036,I want to take a shoes is there,Making Order,unknown,shoes
29037,lmxnqlmavqjfke,unknown,unknown,unknown
29038,can i find a green jeans,Check Availability,green,jeans
29039,vtcwrkttvancoe,unknown,unknown,unknown
29040,dgaoua,unknown,unknown,unknown
29041,pzg,unknown,unknown,unknown
29042,baafyegt,unknown,unknown,unknown
29043,ntiavxbrpcuygiwjh,unknown,unknown,unknown
29044,what about a gray pullover,Check Availability,gray,pullover
29045,xpfrylmbi,unknown,unknown,unknown
29046,kqeunwjfbpgzvclmyrx,unknown,unknown,unknown
29047,zdqflmjg,unknown,unknown,unknown
29048,what is the price of a orange jacket,Asking for the price,orange,jacket
29049,wlmvigtjqo,unknown,unknown,unknown
29050,lmwgwft,unknown,unknown,unknown
29051,hky,unknown,unknown,unknown
29052,gwnfn,unknown,unknown,unknown
29053,uzyzuragth,unknown,unknown,unknown
29054,pzxiipi,unknown,unknown,unknown
29055,wjcqhtzwdjcjgwqzxlm,unknown,unknown,unknown
29056,uuiofbc,unknown,unknown,unknown
29057,is there a chemise,unknown,unknown,chemise
29058,I need to take a skirt do you have,Making Order,unknown,skirt
29059,cnuzhfxqetxw,unknown,unknown,unknown
29060,szvwipwoqqelmwl,unknown,unknown,unknown
29061,kizwstwvghjizciqou,unknown,unknown,unknown
29062,some orange body,Check Availability,orange,body
29063,xsehpqr,unknown,unknown,unknown
29064,pxhvogbpucuupgxgwjw,unknown,unknown,unknown
29065,xsnws,unknown,unknown,unknown
29066,zfjfpzawyf,unknown,unknown,unknown
29067,fsftooav,unknown,unknown,unknown
29068,dsuaxgtgyplmvl,unknown,unknown,unknown
29069,roxxwwjisrraw,unknown,unknown,unknown
29070,dhffqwornovryodesr,unknown,unknown,unknown
29071,opaeizbwqoodwaapz,unknown,unknown,unknown
29072,some white skirt,Check Availability,white,skirt
29073,ndgo,unknown,unknown,unknown
29074,aphbyxqq,unknown,unknown,unknown
29075,goxybbb,unknown,unknown,unknown
29076,iueotlmjjq,unknown,unknown,unknown
29077,rncyhqnobquewq,unknown,unknown,unknown
29078,pc,unknown,unknown,unknown
29079,snopqcojuefytlmz,unknown,unknown,unknown
29080,zstfdexkbarqj,unknown,unknown,unknown
29081,grzrrhetphiwghdby,unknown,unknown,unknown
29082,fggaagcbinvbfge,unknown,unknown,unknown
29083,lmrxencqlmqzknhiv,unknown,unknown,unknown
29084,nwqfxjnaevhsk,unknown,unknown,unknown
29085,dbcyktshhdsegyynrd,unknown,unknown,unknown
29086,kavhyyefapv,unknown,unknown,unknown
29087,I want to buy a shoes do you have,Making Order,unknown,shoes
29088,I would like to order a shoes do you have,Making Order,unknown,shoes
29089,vecwjxvitbvx,unknown,unknown,unknown
29090,I want to order a shirt do you still have,Making Order,unknown,shirt
29091,johefwlmi,unknown,unknown,unknown
29092,xiahyertwwfurvlm,unknown,unknown,unknown
29093,hvrgvhdcjntbuuaiw,unknown,unknown,unknown
29094,is the white shoes expensive ?,Check Availability,white,shoes
29095,I would like to add a dress may i ask for,Making Order,unknown,dress
29096,zzqhxohvd,unknown,unknown,unknown
29097,ngnqzietykzjepin,unknown,unknown,unknown
29098,de,unknown,unknown,unknown
29099,wy,unknown,unknown,unknown
29100,gklmgwlmnbfifoc,unknown,unknown,unknown
29101,ujcgthlmydrsztvpy,unknown,unknown,unknown
29102,ugykkxhzulmfgtvdere,unknown,unknown,unknown
29103,rezlmczvftgxt,unknown,unknown,unknown
29104,wexkfg,unknown,unknown,unknown
29105,ruclmtazveuagraeh,unknown,unknown,unknown
29106,nntue,unknown,unknown,unknown
29107,pshi,unknown,unknown,unknown
29108,vuktzv,unknown,unknown,unknown
29109,zyexchpiqvtqdqnnsrd,unknown,unknown,unknown
29110,sowdksw,unknown,unknown,unknown
29111,hokjzoesjyoicsbhj,unknown,unknown,unknown
29112,ritkuhvfwwiodzafb,unknown,unknown,unknown
29113,is there a olive chemise,Check Availability,olive,chemise
29114,tvdqdlmwe,unknown,unknown,unknown
29115,jnwkdfjarae,unknown,unknown,unknown
29116,hverahcilmelm,unknown,unknown,unknown
29117,uwwqrjbykk,unknown,unknown,unknown
29118,kcnjkiwidtebivhxnz,unknown,unknown,unknown
29119,what about a white dress,Check Availability,white,dress
29120,zcenhwhlmxqqvf,unknown,unknown,unknown
29121,yqbfygnnqboksqv,unknown,unknown,unknown
29122,is the brown t-shirt expensive ?,Check Availability,brown,t-shirt
29123,fqvrjgagzsb,unknown,unknown,unknown
29124,uoyoprygiowioby,unknown,unknown,unknown
29125,eby,unknown,unknown,unknown
29126,aootiuck,unknown,unknown,unknown
29127,xik,unknown,unknown,unknown
29128,bryerknwxfkjbjlmzbk,unknown,unknown,unknown
29129,dnyieylmlmjqoovlm,unknown,unknown,unknown
29130,hvyriszjgqxthzgrgo,unknown,unknown,unknown
29131,hdbcsinrdfscxzfk,unknown,unknown,unknown
29132,wopgeqsqtqx,unknown,unknown,unknown
29133,glmrf,unknown,unknown,unknown
29134,lmwybelmtiypudss,unknown,unknown,unknown
29135,dsrsi,unknown,unknown,unknown
29136,ayb,unknown,unknown,unknown
29137,lmlmsttgipxouolmlme,unknown,unknown,unknown
29138,lmwkhlmtzoqgjtc,unknown,unknown,unknown
29139,fhvxjzdfbeaa,unknown,unknown,unknown
29140,jucgwxfulmrxwctzieh,unknown,unknown,unknown
29141,csk,unknown,unknown,unknown
29142,what is the price of a white body,Asking for the price,white,body
29143,yhtqhbbso,unknown,unknown,unknown
29144,xivifoqodwvlmpjc,unknown,unknown,unknown
29145,wotjafzabquc,unknown,unknown,unknown
29146,is there available a black body,Check Availability,black,body
29147,isgpsphiniuqeq,unknown,unknown,unknown
29148,vlmblmxccebtxri,unknown,unknown,unknown
29149,sxplmqjoprevhnp,unknown,unknown,unknown
29150,fgjvklmlmf,unknown,unknown,unknown
29151,behzo,unknown,unknown,unknown
29152,upvbfqf,unknown,unknown,unknown
29153,odtulmfirwlmrawk,unknown,unknown,unknown
29154,John is speaking,unknown,unknown,unknown
29155,kksudil,unknown,unknown,unknown
29156,eczxbyfcvbqru,unknown,unknown,unknown
29157,trgqtjygeourbuhl,unknown,unknown,unknown
29158,rzzsrzcopgnhftw,unknown,unknown,unknown
29159,I would like to take a jeans can i find,Making Order,unknown,jeans
29160,sdceewjkgqpg,unknown,unknown,unknown
29161,qxhsefvfcgxt,unknown,unknown,unknown
29162,ogkfkclmyghpeylm,unknown,unknown,unknown
29163,udhrcnlmj,unknown,unknown,unknown
29164,how much does a black shoes cost,Asking for the price,black,shoes
29165,bcytrjvuacz,unknown,unknown,unknown
29166,wfbdlmoskx,unknown,unknown,unknown
29167,what about dress,unknown,unknown,dress
29168,aiqn,unknown,unknown,unknown
29169,zoj,unknown,unknown,unknown
29170,krv,unknown,unknown,unknown
29171,sowphtcwnk,unknown,unknown,unknown
29172,vzynpndeeqb,unknown,unknown,unknown
29173,ewrr,unknown,unknown,unknown
29174,wscpp,unknown,unknown,unknown
29175,is there a olive jeans,Check Availability,olive,jeans
29176,I want to take a pantalon may i ask for,Making Order,unknown,pantalon
29177,ufypckhbdurkstrkixu,unknown,unknown,unknown
29178,obyabhlmfbsarogwyo,unknown,unknown,unknown
29179,dnzokcnkfrwpozclmqz,unknown,unknown,unknown
29180,lmxzgtpxsz,unknown,unknown,unknown
29181,jpqnfe,unknown,unknown,unknown
29182,vb,unknown,unknown,unknown
29183,byuekuizdcnxo,unknown,unknown,unknown
29184,lmrpkvipqlmc,unknown,unknown,unknown
29185,hrskxhdjzkrwlmpdfia,unknown,unknown,unknown
29186,what about cyan skirt,Check Availability,cyan,skirt
29187,hukpuhlmpghdc,unknown,unknown,unknown
29188,I need to order a pullover do you have,Making Order,unknown,pullover
29189,fkids,unknown,unknown,unknown
29190,tony,unknown,unknown,unknown
29191,evqbjqtgeuoze,unknown,unknown,unknown
29192,ejidarzovtrulme,unknown,unknown,unknown
29193,may i ask for a orange chemise,Check Availability,orange,chemise
29194,I'd like to take a skirt i am looking for,Making Order,unknown,skirt
29195,pbzhusjlmcwuddbec,unknown,unknown,unknown
29196,do you have a red shirt,Check Availability,red,shirt
29197,I need to buy a jacket is there available,Making Order,unknown,jacket
29198,I'd like to order a dress may i ask for,Making Order,unknown,dress
29199,jlmsb,unknown,unknown,unknown
29200,bqjglmptyk,unknown,unknown,unknown
29201,tlmovjlmyydvnqyivu,unknown,unknown,unknown
29202,qis,unknown,unknown,unknown
29203,can i find a white skirt,Check Availability,white,skirt
29204,ykbprfpirxnqtywddgh,unknown,unknown,unknown
29205,I want to add a hat is there,Making Order,unknown,hat
29206,qqqypyuwyqw,unknown,unknown,unknown
29207,hdgfsohytpca,unknown,unknown,unknown
29208,crjelmbaegesnkvdg,unknown,unknown,unknown
29209,osxnj,unknown,unknown,unknown
29210,jbnqcuudcyu,unknown,unknown,unknown
29211,qkwvvsglmh,unknown,unknown,unknown
29212,tq,unknown,unknown,unknown
29213,I need to add a dress may i ask for,Making Order,unknown,dress
29214,cdpgbehtv,unknown,unknown,unknown
29215,rhuiytowydgref,unknown,unknown,unknown
29216,gnbednxxghplmqdka,unknown,unknown,unknown
29217,jjdj,unknown,unknown,unknown
29218,ehgyyn,unknown,unknown,unknown
29219,bpoobw,unknown,unknown,unknown
29220,rdvaytib,unknown,unknown,unknown
29221,lmcbpknnhkvfpe,unknown,unknown,unknown
29222,pzssqrk,unknown,unknown,unknown
29223,zogdoangeiasrdgynx,unknown,unknown,unknown
29224,og,unknown,unknown,unknown
29225,othyzo,unknown,unknown,unknown
29226,bveyhsuiz,unknown,unknown,unknown
29227,oouttzzsrzjydxsjhyg,unknown,unknown,unknown
29228,cwudv,unknown,unknown,unknown
29229,hlmcpjytvnysdfdso,unknown,unknown,unknown
29230,hqlmi,unknown,unknown,unknown
29231,I need to order a skirt is there available,Making Order,unknown,skirt
29232,uffhcygzf,unknown,unknown,unknown
29233,pxoqhozcqwhhtyjl,unknown,unknown,unknown
29234,jnj,unknown,unknown,unknown
29235,dtqsnbhbxlm,unknown,unknown,unknown
29236,nxqapbrjiydhby,unknown,unknown,unknown
29237,what is the price of a pink t-shirt,Asking for the price,pink,t-shirt
29238,brhyqzqz,unknown,unknown,unknown
29239,may i ask for a gray shoes,Check Availability,gray,shoes
29240,hpjjbo,unknown,unknown,unknown
29241,ijiupfajaah,unknown,unknown,unknown
29242,koubxcwnf,unknown,unknown,unknown
29243,xiptzxkowsjoh,unknown,unknown,unknown
29244,orseyyuhs,unknown,unknown,unknown
29245,blmuf,unknown,unknown,unknown
29246,zazx,unknown,unknown,unknown
29247,szlmncnqxuzvisf,unknown,unknown,unknown
29248,wvhbebzffdwgvx,unknown,unknown,unknown
29249,nodsxdvewpjdntzpia,unknown,unknown,unknown
29250,jcuool,unknown,unknown,unknown
29251,I would like to order a i am looking for,Making Order,unknown,unknown
29252,bqqrccxc,unknown,unknown,unknown
29253,eyscflmvk,unknown,unknown,unknown
29254,what about the olive body,Check Availability,olive,body
29255,gfforastofwhtt,unknown,unknown,unknown
29256,stufbc,unknown,unknown,unknown
29257,tin,unknown,unknown,unknown
29258,ebrqncdjn,unknown,unknown,unknown
29259,ywtdclmgbhroin,unknown,unknown,unknown
29260,cozjgvhshsaddlmdq,Making Order,unknown,unknown
29261,scklmrtopwpgdkqxhut,unknown,unknown,unknown
29262,ib,unknown,unknown,unknown
29263,hfndohlmxggtwuv,unknown,unknown,unknown
29264,ondxehsyxdbvzwggd,unknown,unknown,unknown
29265,jye,unknown,unknown,unknown
29266,xvap,unknown,unknown,unknown
29267,I'd like to order a pullover can i find,Making Order,unknown,pullover
29268,beoreccuofqqiosvqt,unknown,unknown,unknown
29269,dc,unknown,unknown,unknown
29270,neqttfwwdhdotvwg,unknown,unknown,unknown
29271,crrzeqvndijjurpc,unknown,unknown,unknown
29272,yxxbtflmtozv,unknown,unknown,unknown
29273,jjyrlmgib,unknown,unknown,unknown
29274,is the pink jacket expensive ?,Check Availability,pink,jacket
29275,dhfvfyylmw,unknown,unknown,unknown
29276,phriqppvpxjwrih,unknown,unknown,unknown
29277,how much does a red pantalon cost,Asking for the price,red,pantalon
29278,ovlmstiglm,unknown,unknown,unknown
29279,dbzfenutvih,unknown,unknown,unknown
29280,wcoju,unknown,unknown,unknown
29281,lmeriql,unknown,unknown,unknown
29282,paezcfdxaurhwilmrh,unknown,unknown,unknown
29283,srzggfjcovqjxjl,unknown,unknown,unknown
29284,euxifdycyygn,unknown,unknown,unknown
29285,jofjrfzruerlmehlm,unknown,unknown,unknown
29286,zeydjubuuvxefez,unknown,unknown,unknown
29287,xxx,unknown,unknown,unknown
29288,sgzvdhkdbxzsjdhitbs,unknown,unknown,unknown
29289,efvwqdirfopgjybas,unknown,unknown,unknown
29290,lmkpnwnizr,unknown,unknown,unknown
29291,can i find a orange shirt,Check Availability,orange,shirt
29292,hgfrlmbsprhixtquzi,unknown,unknown,unknown
29293,jglmozxdsnfxca,unknown,unknown,unknown
29294,may i ask for a purple short,Check Availability,purple,short
29295,xuq,unknown,unknown,unknown
29296,tnhjduvftiwwktgvy,unknown,unknown,unknown
29297,what about the chemise,unknown,unknown,chemise
29298,pthhvcgojuvxs,unknown,unknown,unknown
29299,I want to order a shoes may i ask for,Making Order,unknown,shoes
29300,vazkvkszyadxxlmvd,unknown,unknown,unknown
29301,jnhl,unknown,unknown,unknown
29302,zucihktwcovcpgkfs,unknown,unknown,unknown
29303,klmuswosvqvkwsye,unknown,unknown,unknown
29304,heebcbtdpwzeieg,unknown,unknown,unknown
29305,cetzu,unknown,unknown,unknown
29306,qvrzpxwygiwis,unknown,unknown,unknown
29307,lmoburxjrwnjcugk,unknown,unknown,unknown
29308,efylm,unknown,unknown,unknown
29309,xtktopngtprn,unknown,unknown,unknown
29310,yen,unknown,unknown,unknown
29311,I need to add a i am looking for,Making Order,unknown,unknown
29312,zqtnv,unknown,unknown,unknown
29313,pwrds,unknown,unknown,unknown
29314,iuzvbrvxdslmd,unknown,unknown,unknown
29315,what about black shirt,Check Availability,black,shirt
29316,sefurxglmns,unknown,unknown,unknown
29317,pzxzgnzlmvrelmkq,unknown,unknown,unknown
29318,yeoqsrzjfxdqhaibeg,unknown,unknown,unknown
29319,tdutvsye,unknown,unknown,unknown
29320,xctjqrrblmdyueh,unknown,unknown,unknown
29321,tjfytlmylmsz,unknown,unknown,unknown
29322,gazfuh,unknown,unknown,unknown
29323,ngrw,unknown,unknown,unknown
29324,ainfywkybfe,unknown,unknown,unknown
29325,skdetbh,unknown,unknown,unknown
29326,I would like to take a hat can i find,Making Order,unknown,hat
29327,wvhjxnvrort,unknown,unknown,unknown
29328,knijtpvcgtp,unknown,unknown,unknown
29329,vuehdb,unknown,unknown,unknown
29330,dxtnwvww,unknown,unknown,unknown
29331,elmbrdovyocf,unknown,unknown,unknown
29332,jxq,unknown,unknown,unknown
29333,nixvhcyzlmwhlmcshzw,unknown,unknown,unknown
29334,hbqwor,unknown,unknown,unknown
29335,cuxvvuqtrfdlmt,unknown,unknown,unknown
29336,I need to add a t-shirt may i ask for,Making Order,unknown,t-shirt
29337,nzwto,unknown,unknown,unknown
29338,wuyw,unknown,unknown,unknown
29339,inkzrtxgiv,unknown,unknown,unknown
29340,duelmnnut,unknown,unknown,unknown
29341,pzdi,unknown,unknown,unknown
29342,yokwqogs,unknown,unknown,unknown
29343,puryy,unknown,unknown,unknown
29344,owlmapcc,unknown,unknown,unknown
29345,unun,unknown,unknown,unknown
29346,clmzbfooh,unknown,unknown,unknown
29347,adsqpb,unknown,unknown,unknown
29348,do you still have a purple chemise,Check Availability,purple,chemise
29349,tvozar,unknown,unknown,unknown
29350,orthuhe,unknown,unknown,unknown
29351,gigbcbyekynen,unknown,unknown,unknown
29352,I would like to buy a dress can i find,Making Order,unknown,dress
29353,tbytppnbv,unknown,unknown,unknown
29354,picfxyyt,unknown,unknown,unknown
29355,lmysenf,unknown,unknown,unknown
29356,rzvqlmjtezncj,unknown,unknown,unknown
29357,is the black jacket expensive ?,Check Availability,black,jacket
29358,afuglmeoxyckktnphs,unknown,unknown,unknown
29359,rtrdclmihocflmy,unknown,unknown,unknown
29360,what is the price of a white jacket,Asking for the price,white,jacket
29361,uhheqioixukpu,unknown,unknown,unknown
29362,lmfqscnajbqugx,unknown,unknown,unknown
29363,kybtwilmckuqshoogp,unknown,unknown,unknown
29364,vfnafdndb,unknown,unknown,unknown
29365,i am looking for a purple dress,Check Availability,purple,dress
29366,hzifv,unknown,unknown,unknown
29367,qnfewfypxxq,unknown,unknown,unknown
29368,rkuyutcshk,unknown,unknown,unknown
29369,pvhgpawfq,unknown,unknown,unknown
29370,I need to buy a jeans is there available,Making Order,unknown,jeans
29371,atxi,unknown,unknown,unknown
29372,nubqyxubapc,unknown,unknown,unknown
29373,onklmvx,unknown,unknown,unknown
29374,wqpkort,unknown,unknown,unknown
29375,kwgwubdgy,unknown,unknown,unknown
